ID,First Name,Last Name,Phone,LTV
7005,Sophia,Moore,483-858-9604,"$5,327.91 "
3896,Daniel,Brown,256-204-1446,"$1,697.64 "
7974,Victoria,Perry,498-198-5595,"$11,287.84 "
8344,Samuel,Taylor,519-851-1708,$961.54 
5143,Harper,Diaz,287-109-4989,"$12,952.35 "
3564,Victoria,Bailey,365-264-4404,"$4,778.63 "
1142,Sophia,Russell,813-431-9778,"$8,511.05 "
1069,Sophia,Jones,339-886-2967,"$12,904.93 "
7099,David,Harris,809-428-6034,"$12,799.04 "
6743,Henry,Reyes,999-363-7716,"$11,043.94 "
3513,Olivia,Sanders,?,"$10,206.00 "
4307,Emma,Cox,748-415-4613,"$9,839.57 "
9062,Henry,Brown,412-368-2550,"$14,686.60 "
